Date,Medication,Units_Sold
2023-04-05,Sudafed,107
2023-04-06,Sudafed,98
2023-04-07,Sudafed,87
2023-04-08,Sudafed,85
2023-04-09,Sudafed,96
2023-04-10,Sudafed,107
2023-04-11,Sudafed,118
2023-04-12,Sudafed,111
2023-04-13,Sudafed,87
2023-04-14,Sudafed,80
2023-04-15,Sudafed,82
2023-04-16,Sudafed,91
2023-04-17,Sudafed,116
2023-04-18,Sudafed,121
2023-04-19,Sudafed,109
2023-04-20,Sudafed,99
2023-04-21,Sudafed,78
2023-04-22,Sudafed,82
2023-04-23,Sudafed,110
2023-04-24,Sudafed,109
2023-04-25,Sudafed,116
2023-04-26,Sudafed,110
2023-04-27,Sudafed,96
2023-04-28,Sudafed,85
2023-04-29,Sudafed,79
2023-04-30,Sudafed,108
2023-05-01,Sudafed,117
2023-05-02,Sudafed,115
2023-05-03,Sudafed,105
2023-05-04,Sudafed,91
2023-05-05,Sudafed,91
2023-05-06,Sudafed,85
2023-05-07,Sudafed,110
2023-05-08,Sudafed,120
2023-05-09,Sudafed,113
2023-05-10,Sudafed,115
2023-05-11,Sudafed,86
2023-05-12,Sudafed,77
2023-05-13,Sudafed,85
2023-05-14,Sudafed,99
2023-05-15,Sudafed,120
2023-05-16,Sudafed,122
2023-05-17,Sudafed,108
2023-05-18,Sudafed,99
2023-05-19,Sudafed,78
2023-05-20,Sudafed,79
2023-05-21,Sudafed,102
2023-05-22,Sudafed,115
2023-05-23,Sudafed,120
2023-05-24,Sudafed,112
2023-05-25,Sudafed,90
2023-05-26,Sudafed,89
2023-05-27,Sudafed,85
2023-05-28,Sudafed,97
2023-05-29,Sudafed,118
2023-05-30,Sudafed,119
2023-05-31,Sudafed,109
2023-06-01,Sudafed,85
2023-06-02,Sudafed,75
2023-06-03,Sudafed,89
2023-06-04,Sudafed,93
2023-06-05,Sudafed,115
2023-06-06,Sudafed,121
2023-06-07,Sudafed,115
2023-06-08,Sudafed,88
2023-06-09,Sudafed,84
2023-06-10,Sudafed,83
2023-06-11,Sudafed,89
2023-06-12,Sudafed,115
2023-06-13,Sudafed,119
2023-06-14,Sudafed,110
2023-06-15,Sudafed,88
2023-06-16,Sudafed,77
2023-06-17,Sudafed,90
2023-06-18,Sudafed,98
2023-06-19,Sudafed,106
2023-06-20,Sudafed,121
2023-06-21,Sudafed,112
2023-06-22,Sudafed,95
2023-06-23,Sudafed,77
2023-06-24,Sudafed,84
2023-06-25,Sudafed,102
2023-06-26,Sudafed,120
2023-06-27,Sudafed,122
2023-06-28,Sudafed,112
2023-06-29,Sudafed,87
2023-06-30,Sudafed,69
2023-07-01,Sudafed,89
2023-07-02,Sudafed,95
2023-07-03,Sudafed,114
2023-07-04,Sudafed,123
2023-07-05,Sudafed,108
2023-07-06,Sudafed,94
2023-07-07,Sudafed,92
2023-07-08,Sudafed,87
2023-07-09,Sudafed,96
2023-07-10,Sudafed,108
2023-07-11,Sudafed,122
2023-07-12,Sudafed,109
2023-07-13,Sudafed,84
2023-07-14,Sudafed,86
2023-07-15,Sudafed,87
2023-07-16,Sudafed,99
2023-07-17,Sudafed,126
2023-07-18,Sudafed,124
2023-07-19,Sudafed,103
2023-07-20,Sudafed,97
2023-07-21,Sudafed,81
2023-07-22,Sudafed,93
2023-07-23,Sudafed,104
2023-07-24,Sudafed,118
2023-07-25,Sudafed,121
2023-07-26,Sudafed,102
2023-07-27,Sudafed,88
2023-07-28,Sudafed,81
2023-07-29,Sudafed,77
2023-07-30,Sudafed,102
2023-07-31,Sudafed,111
2023-08-01,Sudafed,117
2023-08-02,Sudafed,112
2023-08-03,Sudafed,88
2023-08-04,Sudafed,82
2023-08-05,Sudafed,85
2023-08-06,Sudafed,94
2023-08-07,Sudafed,120
2023-08-08,Sudafed,124
2023-08-09,Sudafed,113
2023-08-10,Sudafed,100
2023-08-11,Sudafed,78
2023-08-12,Sudafed,74
2023-08-13,Sudafed,96
2023-08-14,Sudafed,120
2023-08-15,Sudafed,119
2023-08-16,Sudafed,101
2023-08-17,Sudafed,82
2023-08-18,Sudafed,87
2023-08-19,Sudafed,87
2023-08-20,Sudafed,97
2023-08-21,Sudafed,125
2023-08-22,Sudafed,132
2023-08-23,Sudafed,113
2023-08-24,Sudafed,95
2023-08-25,Sudafed,83
2023-08-26,Sudafed,88
2023-08-27,Sudafed,109
2023-08-28,Sudafed,110
2023-08-29,Sudafed,117
2023-08-30,Sudafed,108
2023-08-31,Sudafed,94
2023-09-01,Sudafed,88
2023-09-02,Sudafed,86
2023-09-03,Sudafed,103
2023-09-04,Sudafed,119
2023-09-05,Sudafed,119
2023-09-06,Sudafed,106
2023-09-07,Sudafed,91
2023-09-08,Sudafed,77
2023-09-09,Sudafed,81
2023-09-10,Sudafed,101
2023-09-11,Sudafed,113
2023-09-12,Sudafed,128
2023-09-13,Sudafed,109
2023-09-14,Sudafed,98
2023-09-15,Sudafed,74
2023-09-16,Sudafed,78
2023-09-17,Sudafed,99
2023-09-18,Sudafed,120
2023-09-19,Sudafed,117
2023-09-20,Sudafed,108
2023-09-21,Sudafed,96
2023-09-22,Sudafed,78
2023-09-23,Sudafed,80
2023-09-24,Sudafed,103
2023-09-25,Sudafed,109
2023-09-26,Sudafed,117
2023-09-27,Sudafed,109
2023-09-28,Sudafed,93
2023-09-29,Sudafed,84
2023-09-30,Sudafed,89
2023-10-01,Sudafed,98
2023-10-02,Sudafed,120
2023-10-03,Sudafed,122
2023-10-04,Sudafed,112
2023-10-05,Sudafed,88
2023-10-06,Sudafed,83
2023-10-07,Sudafed,83
2023-10-08,Sudafed,100
2023-10-09,Sudafed,116
2023-10-10,Sudafed,130
2023-10-11,Sudafed,104
2023-10-12,Sudafed,97
2023-10-13,Sudafed,87
2023-10-14,Sudafed,88
2023-10-15,Sudafed,97
2023-10-16,Sudafed,124
2023-10-17,Sudafed,117
2023-10-18,Sudafed,112
2023-10-19,Sudafed,91
2023-10-20,Sudafed,78
2023-10-21,Sudafed,87
2023-10-22,Sudafed,109
2023-10-23,Sudafed,116
2023-10-24,Sudafed,129
2023-10-25,Sudafed,107
2023-10-26,Sudafed,91
2023-10-27,Sudafed,74
2023-10-28,Sudafed,81
2023-10-29,Sudafed,98
2023-10-30,Sudafed,113
2023-10-31,Sudafed,114
2023-11-01,Sudafed,104
2023-11-02,Sudafed,89
2023-11-03,Sudafed,86
2023-11-04,Sudafed,76
2023-11-05,Sudafed,89
2023-11-06,Sudafed,106
2023-11-07,Sudafed,115
2023-11-08,Sudafed,111
2023-11-09,Sudafed,89
2023-11-10,Sudafed,78
2023-11-11,Sudafed,82
2023-11-12,Sudafed,90
2023-11-13,Sudafed,119
2023-11-14,Sudafed,126
2023-11-15,Sudafed,107
2023-11-16,Sudafed,91
2023-11-17,Sudafed,81
2023-11-18,Sudafed,79
2023-11-19,Sudafed,97
2023-11-20,Sudafed,124
2023-11-21,Sudafed,119
2023-11-22,Sudafed,109
2023-11-23,Sudafed,87
2023-11-24,Sudafed,78
2023-11-25,Sudafed,87
2023-11-26,Sudafed,95
2023-11-27,Sudafed,123
2023-11-28,Sudafed,111
2023-11-29,Sudafed,105
2023-11-30,Sudafed,83
2023-12-01,Sudafed,87
2023-12-02,Sudafed,84
2023-12-03,Sudafed,98
2023-12-04,Sudafed,117
2023-12-05,Sudafed,126
2023-12-06,Sudafed,109
2023-12-07,Sudafed,97
2023-12-08,Sudafed,79
2023-12-09,Sudafed,79
2023-12-10,Sudafed,101
2023-12-11,Sudafed,112
2023-12-12,Sudafed,122
2023-12-13,Sudafed,106
2023-12-14,Sudafed,90
2023-12-15,Sudafed,69
2023-12-16,Sudafed,83
2023-12-17,Sudafed,98
2023-12-18,Sudafed,121
2023-12-19,Sudafed,123
2023-12-20,Sudafed,108
2023-12-21,Sudafed,83
2023-12-22,Sudafed,78
2023-12-23,Sudafed,90
2023-12-24,Sudafed,99
2023-12-25,Sudafed,110
2023-12-26,Sudafed,125
2023-12-27,Sudafed,100
2023-12-28,Sudafed,90
2023-12-29,Sudafed,83
2023-12-30,Sudafed,84
2023-12-31,Sudafed,93
2023-01-01,Cetirizine,45
2023-01-02,Cetirizine,54
2023-01-03,Cetirizine,64
2023-01-04,Cetirizine,55
2023-01-05,Cetirizine,43
2023-01-06,Cetirizine,42
2023-01-07,Cetirizine,38
2023-01-08,Cetirizine,53
2023-01-09,Cetirizine,60
2023-01-10,Cetirizine,58
2023-01-11,Cetirizine,53
2023-01-12,Cetirizine,43
2023-01-13,Cetirizine,45
2023-01-14,Cetirizine,43
2023-01-15,Cetirizine,49
2023-01-16,Cetirizine,53
2023-01-17,Cetirizine,63
2023-01-18,Cetirizine,57
2023-01-19,Cetirizine,43
2023-01-20,Cetirizine,38
2023-01-21,Cetirizine,42
2023-01-22,Cetirizine,45
2023-01-23,Cetirizine,59
2023-01-24,Cetirizine,53
2023-01-25,Cetirizine,49
2023-01-26,Cetirizine,44
2023-01-27,Cetirizine,38
2023-01-28,Cetirizine,46
2023-01-29,Cetirizine,54
2023-01-30,Cetirizine,68
2023-01-31,Cetirizine,64
2023-02-01,Cetirizine,59
2023-02-02,Cetirizine,43
2023-02-03,Cetirizine,37
2023-02-04,Cetirizine,46
2023-02-05,Cetirizine,55
2023-02-06,Cetirizine,65
2023-02-07,Cetirizine,73
2023-02-08,Cetirizine,55
2023-02-09,Cetirizine,60
2023-02-10,Cetirizine,38
2023-02-11,Cetirizine,50
2023-02-12,Cetirizine,51
2023-02-13,Cetirizine,71
2023-02-14,Cetirizine,62
2023-02-15,Cetirizine,50
2023-02-16,Cetirizine,55
2023-02-17,Cetirizine,48
2023-02-18,Cetirizine,56
2023-02-19,Cetirizine,61
2023-02-20,Cetirizine,68
2023-02-21,Cetirizine,72
2023-02-22,Cetirizine,84
2023-02-23,Cetirizine,53
2023-02-24,Cetirizine,54
2023-02-25,Cetirizine,56
2023-02-26,Cetirizine,68
2023-02-27,Cetirizine,78
2023-02-28,Cetirizine,78
2023-03-01,Cetirizine,64
2023-03-02,Cetirizine,63
2023-03-03,Cetirizine,55
2023-03-04,Cetirizine,59
2023-03-05,Cetirizine,73
2023-03-06,Cetirizine,79
2023-03-07,Cetirizine,82
2023-03-08,Cetirizine,83
2023-03-09,Cetirizine,65
2023-03-10,Cetirizine,56
2023-03-11,Cetirizine,60
2023-03-12,Cetirizine,78
2023-03-13,Cetirizine,86
2023-03-14,Cetirizine,102
2023-03-15,Cetirizine,84
2023-03-16,Cetirizine,65
2023-03-17,Cetirizine,61
2023-03-18,Cetirizine,70
2023-03-19,Cetirizine,77
2023-03-20,Cetirizine,94
2023-03-21,Cetirizine,103
2023-03-22,Cetirizine,95
2023-03-23,Cetirizine,74
2023-03-24,Cetirizine,66
2023-03-25,Cetirizine,72
2023-03-26,Cetirizine,93
2023-03-27,Cetirizine,95
2023-03-28,Cetirizine,107
2023-03-29,Cetirizine,96
2023-03-30,Cetirizine,77
2023-03-31,Cetirizine,79
2023-04-01,Cetirizine,82
2023-04-02,Cetirizine,99
2023-04-03,Cetirizine,113
2023-04-04,Cetirizine,112
2023-04-05,Cetirizine,106
2023-04-06,Cetirizine,89
2023-04-07,Cetirizine,73
2023-04-08,Cetirizine,75
2023-04-09,Cetirizine,100
2023-04-10,Cetirizine,115
2023-04-11,Cetirizine,117
2023-04-12,Cetirizine,109
2023-04-13,Cetirizine,101
2023-04-14,Cetirizine,71
2023-04-15,Cetirizine,90
2023-04-16,Cetirizine,108
2023-04-17,Cetirizine,126
2023-04-18,Cetirizine,119
2023-04-19,Cetirizine,114
2023-04-20,Cetirizine,96
2023-04-21,Cetirizine,88
2023-04-22,Cetirizine,86
2023-04-23,Cetirizine,112
2023-04-24,Cetirizine,124
2023-04-25,Cetirizine,132
2023-04-26,Cetirizine,129
2023-04-27,Cetirizine,107
2023-04-28,Cetirizine,92
2023-04-29,Cetirizine,90
2023-04-30,Cetirizine,117
2023-05-01,Cetirizine,137
2023-05-02,Cetirizine,130
2023-05-03,Cetirizine,130
2023-05-04,Cetirizine,103
2023-05-05,Cetirizine,89
2023-05-06,Cetirizine,96
2023-05-07,Cetirizine,110
2023-05-08,Cetirizine,139
2023-05-09,Cetirizine,142
2023-05-10,Cetirizine,140
2023-05-11,Cetirizine,112
2023-05-12,Cetirizine,97
2023-05-13,Cetirizine,98
2023-05-14,Cetirizine,124
2023-05-15,Cetirizine,154
2023-05-16,Cetirizine,161
2023-05-17,Cetirizine,138
2023-05-18,Cetirizine,118
2023-05-19,Cetirizine,108
2023-05-20,Cetirizine,105
2023-05-21,Cetirizine,133
2023-05-22,Cetirizine,164
2023-05-23,Cetirizine,162
2023-05-24,Cetirizine,148
2023-05-25,Cetirizine,129
2023-05-26,Cetirizine,113
2023-05-27,Cetirizine,113
2023-05-28,Cetirizine,130
2023-05-29,Cetirizine,157
2023-05-30,Cetirizine,159
2023-05-31,Cetirizine,148
2023-06-01,Cetirizine,122
2023-06-02,Cetirizine,109
2023-06-03,Cetirizine,110
2023-06-04,Cetirizine,136
2023-06-05,Cetirizine,164
2023-06-06,Cetirizine,171
2023-06-07,Cetirizine,156
2023-06-08,Cetirizine,127
2023-06-09,Cetirizine,115
2023-06-10,Cetirizine,130
2023-06-11,Cetirizine,139
2023-06-12,Cetirizine,174
2023-06-13,Cetirizine,165
2023-06-14,Cetirizine,148
2023-06-15,Cetirizine,131
2023-06-16,Cetirizine,116
2023-06-17,Cetirizine,117
2023-06-18,Cetirizine,144
2023-06-19,Cetirizine,171
2023-06-20,Cetirizine,170
2023-06-21,Cetirizine,164
2023-06-22,Cetirizine,140
2023-06-23,Cetirizine,125
2023-06-24,Cetirizine,120
2023-06-25,Cetirizine,144
2023-06-26,Cetirizine,170
2023-06-27,Cetirizine,176
2023-06-28,Cetirizine,159
2023-06-29,Cetirizine,139
2023-06-30,Cetirizine,123
2023-07-01,Cetirizine,121
2023-07-02,Cetirizine,143
2023-07-03,Cetirizine,166
2023-07-04,Cetirizine,174
2023-07-05,Cetirizine,166
2023-07-06,Cetirizine,137
2023-07-07,Cetirizine,125
2023-07-08,Cetirizine,117
2023-07-09,Cetirizine,151
2023-07-10,Cetirizine,174
2023-07-11,Cetirizine,185
2023-07-12,Cetirizine,160
2023-07-13,Cetirizine,134
2023-07-14,Cetirizine,128
2023-07-15,Cetirizine,125
2023-07-16,Cetirizine,150
2023-07-17,Cetirizine,175
2023-07-18,Cetirizine,170
2023-07-19,Cetirizine,162
2023-07-20,Cetirizine,130
2023-07-21,Cetirizine,119
2023-07-22,Cetirizine,124
2023-07-23,Cetirizine,146
2023-07-24,Cetirizine,175
2023-07-25,Cetirizine,178
2023-07-26,Cetirizine,155
2023-07-27,Cetirizine,129
2023-07-28,Cetirizine,123
2023-07-29,Cetirizine,124
2023-07-30,Cetirizine,140
2023-07-31,Cetirizine,168
2023-08-01,Cetirizine,174
2023-08-02,Cetirizine,153
2023-08-03,Cetirizine,130
2023-08-04,Cetirizine,122
2023-08-05,Cetirizine,135
2023-08-06,Cetirizine,146
2023-08-07,Cetirizine,160
2023-08-08,Cetirizine,171
2023-08-09,Cetirizine,157
2023-08-10,Cetirizine,135
2023-08-11,Cetirizine,119
2023-08-12,Cetirizine,127
2023-08-13,Cetirizine,142
2023-08-14,Cetirizine,164
2023-08-15,Cetirizine,159
2023-08-16,Cetirizine,147
2023-08-17,Cetirizine,121
2023-08-18,Cetirizine,108
2023-08-19,Cetirizine,111
2023-08-20,Cetirizine,133
2023-08-21,Cetirizine,165
2023-08-22,Cetirizine,154
2023-08-23,Cetirizine,147
2023-08-24,Cetirizine,128
2023-08-25,Cetirizine,107
2023-08-26,Cetirizine,120
2023-08-27,Cetirizine,131
2023-08-28,Cetirizine,163
2023-08-29,Cetirizine,151
2023-08-30,Cetirizine,150
2023-08-31,Cetirizine,116
2023-09-01,Cetirizine,113
2023-09-02,Cetirizine,107
2023-09-03,Cetirizine,135
2023-09-04,Cetirizine,155
2023-09-05,Cetirizine,150
2023-09-06,Cetirizine,144
2023-09-07,Cetirizine,116
2023-09-08,Cetirizine,94
2023-09-09,Cetirizine,108
2023-09-10,Cetirizine,119
2023-09-11,Cetirizine,140
2023-09-12,Cetirizine,143
2023-09-13,Cetirizine,135
2023-09-14,Cetirizine,106
2023-09-15,Cetirizine,91
2023-09-16,Cetirizine,96
2023-09-17,Cetirizine,116
2023-09-18,Cetirizine,139
2023-09-19,Cetirizine,145
2023-09-20,Cetirizine,131
2023-09-21,Cetirizine,106
2023-09-22,Cetirizine,92
2023-09-23,Cetirizine,95
2023-09-24,Cetirizine,116
2023-09-25,Cetirizine,136
2023-09-26,Cetirizine,133
2023-09-27,Cetirizine,123
2023-09-28,Cetirizine,94
2023-09-29,Cetirizine,92
2023-09-30,Cetirizine,93
2023-10-01,Cetirizine,102
2023-10-02,Cetirizine,129
2023-10-03,Cetirizine,120
2023-10-04,Cetirizine,103
2023-10-05,Cetirizine,99
2023-10-06,Cetirizine,85
2023-10-07,Cetirizine,80
2023-10-08,Cetirizine,103
2023-10-09,Cetirizine,122
2023-10-10,Cetirizine,121
2023-10-11,Cetirizine,120
2023-10-12,Cetirizine,85
2023-10-13,Cetirizine,67
2023-10-14,Cetirizine,74
2023-10-15,Cetirizine,84
2023-10-16,Cetirizine,120
2023-10-17,Cetirizine,112
2023-10-18,Cetirizine,111
2023-10-19,Cetirizine,82
2023-10-20,Cetirizine,69
2023-10-21,Cetirizine,68
2023-10-22,Cetirizine,88
2023-10-23,Cetirizine,107
2023-10-24,Cetirizine,104
2023-10-25,Cetirizine,87
2023-10-26,Cetirizine,82
2023-10-27,Cetirizine,73
2023-10-28,Cetirizine,69
2023-10-29,Cetirizine,81
2023-10-30,Cetirizine,88
2023-10-31,Cetirizine,101
2023-11-01,Cetirizine,86
2023-11-02,Cetirizine,60
2023-11-03,Cetirizine,57
2023-11-04,Cetirizine,69
2023-11-05,Cetirizine,77
2023-11-06,Cetirizine,84
2023-11-07,Cetirizine,92
2023-11-08,Cetirizine,78
2023-11-09,Cetirizine,65
2023-11-10,Cetirizine,58
2023-11-11,Cetirizine,71
2023-11-12,Cetirizine,81
2023-11-13,Cetirizine,74
2023-11-14,Cetirizine,85
2023-11-15,Cetirizine,70
2023-11-16,Cetirizine,59
2023-11-17,Cetirizine,46
2023-11-18,Cetirizine,54
2023-11-19,Cetirizine,62
2023-11-20,Cetirizine,83
2023-11-21,Cetirizine,76
2023-11-22,Cetirizine,62
2023-11-23,Cetirizine,60
2023-11-24,Cetirizine,51
2023-11-25,Cetirizine,53
2023-11-26,Cetirizine,67
2023-11-27,Cetirizine,79
2023-11-28,Cetirizine,73
2023-11-29,Cetirizine,69
2023-11-30,Cetirizine,55
2023-12-01,Cetirizine,51
2023-12-02,Cetirizine,43
2023-12-03,Cetirizine,63
2023-12-04,Cetirizine,70
2023-12-05,Cetirizine,65
2023-12-06,Cetirizine,74
2023-12-07,Cetirizine,46
2023-12-08,Cetirizine,48
2023-12-09,Cetirizine,43
2023-12-10,Cetirizine,59
2023-12-11,Cetirizine,75
2023-12-12,Cetirizine,70
2023-12-13,Cetirizine,59
2023-12-14,Cetirizine,55
2023-12-15,Cetirizine,41
2023-12-16,Cetirizine,48
2023-12-17,Cetirizine,54
2023-12-18,Cetirizine,56
2023-12-19,Cetirizine,72
2023-12-20,Cetirizine,63
2023-12-21,Cetirizine,43
2023-12-22,Cetirizine,47
2023-12-23,Cetirizine,38
2023-12-24,Cetirizine,54
2023-12-25,Cetirizine,60
2023-12-26,Cetirizine,70
2023-12-27,Cetirizine,57
2023-12-28,Cetirizine,39
2023-12-29,Cetirizine,46
2023-12-30,Cetirizine,40
2023-12-31,Cetirizine,48
2023-01-01,Loratadine,50
2023-01-02,Loratadine,55
2023-01-03,Loratadine,69
2023-01-04,Loratadine,58
2023-01-05,Loratadine,40
2023-01-06,Loratadine,36
2023-01-07,Loratadine,35
2023-01-08,Loratadine,54
2023-01-09,Loratadine,57
2023-01-10,Loratadine,54
2023-01-11,Loratadine,62
2023-01-12,Loratadine,48
2023-01-13,Loratadine,41
2023-01-14,Loratadine,42
2023-01-15,Loratadine,43
2023-01-16,Loratadine,60
2023-01-17,Loratadine,58
2023-01-18,Loratadine,59
2023-01-19,Loratadine,49
2023-01-20,Loratadine,40
2023-01-21,Loratadine,42
2023-01-22,Loratadine,59
2023-01-23,Loratadine,52
2023-01-24,Loratadine,58
2023-01-25,Loratadine,61
2023-01-26,Loratadine,54
2023-01-27,Loratadine,41
2023-01-28,Loratadine,40
2023-01-29,Loratadine,49
2023-01-30,Loratadine,54
2023-01-31,Loratadine,73
2023-02-01,Loratadine,57
2023-02-02,Loratadine,51
2023-02-03,Loratadine,46
2023-02-04,Loratadine,53
2023-02-05,Loratadine,52
2023-02-06,Loratadine,62
2023-02-07,Loratadine,70
2023-02-08,Loratadine,52
2023-02-09,Loratadine,59
2023-02-10,Loratadine,54
2023-02-11,Loratadine,49
2023-02-12,Loratadine,53
2023-02-13,Loratadine,71
2023-02-14,Loratadine,69
2023-02-15,Loratadine,65
2023-02-16,Loratadine,55
2023-02-17,Loratadine,45
2023-02-18,Loratadine,53
2023-02-19,Loratadine,54
2023-02-20,Loratadine,60
2023-02-21,Loratadine,76
2023-02-22,Loratadine,73
2023-02-23,Loratadine,55
2023-02-24,Loratadine,49
2023-02-25,Loratadine,58
2023-02-26,Loratadine,65
2023-02-27,Loratadine,73
2023-02-28,Loratadine,81
2023-03-01,Loratadine,73
2023-03-02,Loratadine,56
2023-03-03,Loratadine,54
2023-03-04,Loratadine,59
2023-03-05,Loratadine,67
2023-03-06,Loratadine,86
2023-03-07,Loratadine,88
2023-03-08,Loratadine,77
2023-03-09,Loratadine,67
2023-03-10,Loratadine,57
2023-03-11,Loratadine,61
2023-03-12,Loratadine,74
2023-03-13,Loratadine,79
2023-03-14,Loratadine,91
2023-03-15,Loratadine,85
2023-03-16,Loratadine,83
2023-03-17,Loratadine,65
2023-03-18,Loratadine,64
2023-03-19,Loratadine,72
2023-03-20,Loratadine,88
2023-03-21,Loratadine,95
2023-03-22,Loratadine,87
2023-03-23,Loratadine,75
2023-03-24,Loratadine,66
2023-03-25,Loratadine,71
2023-03-26,Loratadine,84
2023-03-27,Loratadine,100
2023-03-28,Loratadine,100
2023-03-29,Loratadine,90
2023-03-30,Loratadine,80
2023-03-31,Loratadine,75
2023-04-01,Loratadine,71
2023-04-02,Loratadine,89
2023-04-03,Loratadine,106
2023-04-04,Loratadine,111
2023-04-05,Loratadine,106
2023-04-06,Loratadine,92
2023-04-07,Loratadine,78
2023-04-08,Loratadine,88
2023-04-09,Loratadine,96
2023-04-10,Loratadine,118
2023-04-11,Loratadine,116
2023-04-12,Loratadine,111
2023-04-13,Loratadine,96
2023-04-14,Loratadine,82
2023-04-15,Loratadine,82
2023-04-16,Loratadine,95
2023-04-17,Loratadine,124
2023-04-18,Loratadine,125
2023-04-19,Loratadine,115
2023-04-20,Loratadine,105
2023-04-21,Loratadine,82
2023-04-22,Loratadine,96
2023-04-23,Loratadine,106
2023-04-24,Loratadine,127
2023-04-25,Loratadine,128
2023-04-26,Loratadine,118
2023-04-27,Loratadine,105
2023-04-28,Loratadine,98
2023-04-29,Loratadine,99
2023-04-30,Loratadine,117
2023-05-01,Loratadine,147
2023-05-02,Loratadine,143
2023-05-03,Loratadine,124
2023-05-04,Loratadine,100
2023-05-05,Loratadine,98
2023-05-06,Loratadine,94
2023-05-07,Loratadine,116
2023-05-08,Loratadine,143
2023-05-09,Loratadine,152
2023-05-10,Loratadine,133
2023-05-11,Loratadine,107
2023-05-12,Loratadine,100
2023-05-13,Loratadine,105
2023-05-14,Loratadine,127
2023-05-15,Loratadine,141
2023-05-16,Loratadine,149
2023-05-17,Loratadine,145
2023-05-18,Loratadine,122
2023-05-19,Loratadine,110
2023-05-20,Loratadine,101
2023-05-21,Loratadine,127
2023-05-22,Loratadine,158
2023-05-23,Loratadine,161
2023-05-24,Loratadine,147
2023-05-25,Loratadine,120
2023-05-26,Loratadine,105
2023-05-27,Loratadine,114
2023-05-28,Loratadine,133
2023-05-29,Loratadine,160
2023-05-30,Loratadine,164
2023-05-31,Loratadine,145
2023-06-01,Loratadine,129
2023-06-02,Loratadine,118
2023-06-03,Loratadine,124
2023-06-04,Loratadine,143
2023-06-05,Loratadine,165
2023-06-06,Loratadine,162
2023-06-07,Loratadine,150
2023-06-08,Loratadine,128
2023-06-09,Loratadine,117
2023-06-10,Loratadine,117
2023-06-11,Loratadine,141
2023-06-12,Loratadine,169
2023-06-13,Loratadine,173
2023-06-14,Loratadine,158
2023-06-15,Loratadine,128
2023-06-16,Loratadine,115
2023-06-17,Loratadine,120
2023-06-18,Loratadine,146
2023-06-19,Loratadine,167
2023-06-20,Loratadine,172
2023-06-21,Loratadine,160
2023-06-22,Loratadine,144
2023-06-23,Loratadine,121
2023-06-24,Loratadine,115
2023-06-25,Loratadine,149
2023-06-26,Loratadine,168
2023-06-27,Loratadine,172
2023-06-28,Loratadine,165
2023-06-29,Loratadine,136
2023-06-30,Loratadine,132
2023-07-01,Loratadine,125
2023-07-02,Loratadine,148
2023-07-03,Loratadine,178
2023-07-04,Loratadine,178
2023-07-05,Loratadine,157
2023-07-06,Loratadine,132
2023-07-07,Loratadine,119
2023-07-08,Loratadine,129
2023-07-09,Loratadine,156
2023-07-10,Loratadine,177
2023-07-11,Loratadine,182
2023-07-12,Loratadine,168
2023-07-13,Loratadine,140
2023-07-14,Loratadine,116
2023-07-15,Loratadine,125
2023-07-16,Loratadine,147
2023-07-17,Loratadine,179
2023-07-18,Loratadine,174
2023-07-19,Loratadine,157
2023-07-20,Loratadine,137
2023-07-21,Loratadine,129
2023-07-22,Loratadine,129
2023-07-23,Loratadine,154
2023-07-24,Loratadine,166
2023-07-25,Loratadine,180
2023-07-26,Loratadine,155
2023-07-27,Loratadine,138
2023-07-28,Loratadine,111
2023-07-29,Loratadine,122
2023-07-30,Loratadine,137
2023-07-31,Loratadine,165
2023-08-01,Loratadine,168
2023-08-02,Loratadine,162
2023-08-03,Loratadine,133
2023-08-04,Loratadine,115
2023-08-05,Loratadine,123
2023-08-06,Loratadine,141
2023-08-07,Loratadine,169
2023-08-08,Loratadine,172
2023-08-09,Loratadine,167
2023-08-10,Loratadine,139
2023-08-11,Loratadine,119
2023-08-12,Loratadine,121
2023-08-13,Loratadine,144
2023-08-14,Loratadine,170
2023-08-15,Loratadine,170
2023-08-16,Loratadine,154
2023-08-17,Loratadine,125
2023-08-18,Loratadine,109
2023-08-19,Loratadine,116
2023-08-20,Loratadine,125
2023-08-21,Loratadine,159
2023-08-22,Loratadine,163
2023-08-23,Loratadine,153
2023-08-24,Loratadine,130
2023-08-25,Loratadine,122
2023-08-26,Loratadine,117
2023-08-27,Loratadine,135
2023-08-28,Loratadine,152
2023-08-29,Loratadine,154
2023-08-30,Loratadine,148
2023-08-31,Loratadine,120
2023-09-01,Loratadine,107
2023-09-02,Loratadine,110
2023-09-03,Loratadine,130
2023-09-04,Loratadine,150
2023-09-05,Loratadine,155
2023-09-06,Loratadine,143
2023-09-07,Loratadine,110
2023-09-08,Loratadine,104
2023-09-09,Loratadine,99
2023-09-10,Loratadine,128
2023-09-11,Loratadine,145
2023-09-12,Loratadine,147
2023-09-13,Loratadine,133
2023-09-14,Loratadine,112
2023-09-15,Loratadine,103
2023-09-16,Loratadine,106
2023-09-17,Loratadine,124
2023-09-18,Loratadine,130
2023-09-19,Loratadine,143
2023-09-20,Loratadine,115
2023-09-21,Loratadine,95
2023-09-22,Loratadine,98
2023-09-23,Loratadine,89
2023-09-24,Loratadine,113
2023-09-25,Loratadine,137
2023-09-26,Loratadine,137
2023-09-27,Loratadine,123
2023-09-28,Loratadine,100
2023-09-29,Loratadine,89
